Date,Time,Station,Species,Number,Location,Age,Sex,RDC,Low,Shot bird?,Remark,Coordinators,Counters,Wdir,WSp,Vis,Rain?,CLCO,CLMO,CLHe
2011-08-31,08:24:00,3,Mon,3,O,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:24:00,3,Mon,3,O,Ad,F,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:28:00,3,Mon,2,O,Ad,F,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:28:00,3,Mon,1,O,Juv,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:35:00,3,MonPalHen,3,W3,Juv,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:35:00,3,Mon,1,W3,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:37:00,3,HB,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:39:00,3,Mon,1,O,Juv,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:54:00,3,HB,2,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,08:59:00,3,HB,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:08:00,3,HB,56,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:09:00,3,HB,45,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:13:00,3,HB,89,E3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:17:00,3,HB,82,E3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:19:00,3,HB,17,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:29:00,3,HB,21,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:36:00,3,Mon,1,O,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:40:00,3,HB,18,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:42:00,3,HB,19,E3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:49:00,3,HB,1,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,09:49:00,3,BK,2,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,10:04:00,3,HB,3,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,10:13:00,3,HB,2,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,10:15:00,3,HB,2,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,10:19:00,3,HB,101,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,10:57:00,3,HB,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,11:21:00,3,HB,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,11:47:00,3,HB,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,12:00:00,3,HB,4,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,12:08:00,3,HB,11,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,12:17:00,3,HB,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,12:42:00,3,HB,1,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,16:39:00,3,HB,2,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,16:42:00,3,HB,5,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,16:55:00,3,HB,47,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,17:01:00,3,HB,67,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,17:03:00,3,HB,36,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,17:04:00,3,HB,2,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,17:23:00,3,HB,17,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,17:26:00,3,HB,16,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,17:28:00,3,HB,13,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-08-31,17:40:00,3,end,1,No Value,No Value,No Value,0,0,1,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,07:21:00,3,start,1,No Value,No Value,No Value,0,0,0,,1,2,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,07:39:00,3,HB,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,07:39:00,3,HBad,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,07:48:00,3,BK,11,E3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,07:55:00,3,HB,10,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,07:56:00,3,HB,27,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:00:00,3,HB,21,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:04:00,3,HB,2,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:06:00,3,HB,45,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:06:00,3,Mon,4,E1,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:07:00,3,Mon,1,O,No Value,FC,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:09:00,3,HB,6,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:12:00,3,HB,24,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:13:00,3,HB,2,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:18:00,3,HB,18,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:18:00,3,Mon,2,W1,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:23:00,3,Mar,4,W1,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:23:00,3,Mon,3,W1,Juv,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:24:00,3,Mon,1,O,Non-juv,FC,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:24:00,3,BK,1,W1,Ad,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:24:00,3,HB,49,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:26:00,3,HB,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:32:00,3,HB,29,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:33:00,3,BK,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:38:00,3,HB,6,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:40:00,3,Per,0,E3,Ad,M,0,0,0,a resident bird? passed W1 to E3.,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:46:00,3,HB,28,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:50:00,3,MonPalHen,2,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:55:00,3,HB,5,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:56:00,3,MonPalHen,4,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:57:00,3,Mon,2,O,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,08:57:00,3,HB,152,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:04:00,3,HB,46,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:05:00,3,BK,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:05:00,3,HB,91,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:06:00,3,BK,3,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:06:00,3,HB,3,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:10:00,3,HB,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:17:00,3,HB,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:17:00,3,MonPalHen,2,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:18:00,3,HB,51,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:18:00,3,MonPalHen,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:44:00,3,HB,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:46:00,3,HB,8,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:54:00,3,HB,26,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:56:00,3,HB,134,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:56:00,3,HB,9,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,09:59:00,3,Mar,1,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:01:00,3,HB,26,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:08:00,3,HB,377,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:08:00,3,MonPalHen,2,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:08:00,3,BK,2,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:11:00,3,BK,9,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:14:00,3,MonPalHen,1,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:16:00,3,HB,35,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:16:00,3,BK,11,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:16:00,3,HB,283,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:23:00,3,BK,25,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:23:00,3,HB,85,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:28:00,3,BK,5,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:28:00,3,HB,56,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:32:00,3,BK,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:33:00,3,BK,5,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:35:00,3,BK,11,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:37:00,3,BK,3,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:39:00,3,BK,3,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:41:00,3,BK,3,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:42:00,3,HB,368,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:43:00,3,BK,2,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:48:00,3,HB,190,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:48:00,3,BK,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:51:00,3,BK,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:51:00,3,HB,289,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:53:00,3,BK,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:55:00,3,BK,6,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:56:00,3,HB,387,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,10:58:00,3,HB,44,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:01:00,3,HB,13,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:03:00,3,MonPalHen,1,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:03:00,3,HB,5,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:04:00,3,HB,1,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:08:00,3,HB,48,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:13:00,3,HB,19,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:13:00,3,MonPalHen,1,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:17:00,3,HB,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:17:00,3,HBad,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:18:00,3,HB,10,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:26:00,3,HB,19,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:26:00,3,MUID,1,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:34:00,3,HB,9,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:39:00,3,Mar,1,E1,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,11:47:00,3,HB,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:04:00,3,HB,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:06:00,3,HB,1,W1,Juv,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:09:00,3,HB,1,W1,Juv,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:17:00,3,HB,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:35:00,3,HB,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:35:00,3,Egy,1,E1,Imm,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:39:00,3,Mon,1,W1,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:42:00,3,HB,4,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:45:00,3,BK,23,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:47:00,3,BK,2,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:47:00,3,HB,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:47:00,3,HB,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:54:00,3,HB,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:55:00,3,HB,1,W1,Juv,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,12:57:00,3,HB,1,W1,Ad,M,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,13:55:00,3,BK,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,14:03:00,3,HB,8,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,14:50:00,3,shift,1,No Value,No Value,No Value,0,0,0,Thunder and thick cloud cover w/drizzle.,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,15:11:00,3,start,1,No Value,No Value,No Value,0,0,0,,1,2,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,15:28:00,3,shift,1,No Value,No Value,No Value,0,0,0,sigh. distant lightning visible.,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-01,17:39:00,3,end,1,No Value,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,08:47:00,3,start,1,No Value,No Value,No Value,0,0,0,inclement weather delayed count start.,1,2,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,08:47:00,3,HB,14,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:01:00,3,HB,132,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:05:00,3,HB,2,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:16:00,3,BK,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:19:00,3,HB,21,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:22:00,3,HB,11,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:23:00,3,MonPalHen,2,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:24:00,3,MonPalHen,5,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:24:00,3,HB,2,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:26:00,3,MonPalHen,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:27:00,3,BK,1,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:27:00,3,HB,7,W1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:28:00,3,HB,26,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:35:00,3,HB,20,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:37:00,3,BK,1,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:39:00,3,Harspec,1,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:41:00,3,MonPalHen,2,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:41:00,3,MUID,5,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:47:00,3,HB,25,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:48:00,3,HB,3,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:52:00,3,HB,3,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,09:56:00,3,HB,3,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:01:00,3,HB,20,O,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:02:00,3,HB,11,W3,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:05:00,3,HB,21,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:05:00,3,MonPalHen,1,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:07:00,3,HB,3,W2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:08:00,3,HB,13,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:17:00,3,HB,3,E2,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:18:00,3,HB,29,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
2011-09-02,10:18:00,3,BK,1,E1,No Value,No Value,0,0,0,,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value,No Value
